year,artist_id,exhibition_id
2019,54615,874701
2019,96559,874701
2019,59897,874701
2019,40878,874701
2019,452855,874701
2019,121083,874701
2019,18232,874701
2019,669788,874701
2019,442408,874701
2019,22990,874701
2019,8288,874701
2019,669106,874701
2019,400913,874701
2019,218684,874701
2019,669117,874701
2019,567210,874701
2019,12246,874701
2019,221265,874701
2019,192864,874701
2019,388081,874701
2019,55222,874701
2019,550439,874701
2019,613577,874701
2019,222126,874701
2019,580976,874701
2019,669794,874701
2019,668693,874701
2019,6680,874701
2019,527487,874701
2019,454978,874701
2019,585969,874701
2019,192979,874701
2019,18643,874701
2019,244044,874701
2019,8313,874701
2019,669779,874701
2019,22597,874701
2019,2765,874701
2019,2560,874701
2019,9731,874701
2019,544157,874701
2019,6548,874701
2019,27269,874701
2019,669114,874701
2019,15203,874701
2019,3302,874701
2019,8740,874701
2019,216793,874701
2019,453779,874701
2019,220005,874701
2019,263312,874701
2019,57198,874701
2019,106203,874701
2019,669769,874701
2019,669804,874701
2019,162165,874701
2019,669104,874701
2019,632140,874701
2019,169888,874701
2019,170915,874701
2019,668655,874701
2019,329364,874701
2019,83959,874701
2019,669112,874701
2019,239722,874701
2019,20671,874701
2019,15872,874701
2019,24736,874701
2019,570265,874701
2019,265291,874701
2019,14846,874701
2019,791815,874701
2019,20623,874701
2019,260122,874701
2019,16022,874701
2019,15093,874701
2019,157647,874701
2019,669790,874701
2019,39930,874701
2019,576593,874701
2019,127388,874701
2019,205919,874701
2019,46404,874701
2019,203479,874701
2019,40920,874701
2019,669109,874701
2019,34560,874701
2019,110103,874701
2019,5311,874701
2019,31384,874701
2019,61370,874701
2019,37270,874701
2019,313065,874701
2019,463583,874701
2019,21445,874701
2019,195919,874701
2019,51538,874701
2019,425092,874701
2019,73112,874701
2019,604052,874701
2019,668722,874701
2019,39876,874701
2019,346158,874701
2019,269021,874701
2019,69455,874701
2019,45594,874701
2019,1414,874701
2019,668601,874701
2019,39935,874701
2019,227919,874701
2019,496165,874701
2019,292735,874701
2019,31116,874701
2019,64181,874701
2019,235824,874701
2019,88562,874701
2019,54363,874701
2019,9694,874701
2019,103902,874701
2019,138160,874701
2019,669805,874701
2019,173869,874701
2019,64183,874701
2019,413642,874701
2019,473385,874701
2019,668718,874701
2019,669108,874701
2019,13073,874701
2019,22976,874701
2019,16408,874701
2019,51727,874701
2019,422535,874701
2019,18271,874701
2019,67748,874701
2019,669115,874701
2019,669110,874701
2019,23013,874701
2019,51317,874701
2019,669092,874701
2019,39585,874701
2019,2980,874701
2019,5380,874701
2019,61774,874701
2019,95678,874701
2019,84036,874701
2019,457231,874701
2019,585653,874701
2019,411046,874701
2019,210760,874701
2019,192243,874701
2019,1512,874701
2019,26206,874701
2019,697059,874701
2019,668659,874701
2019,611411,874701
2019,213307,874701
2019,12920,874701
2019,47914,874701
2019,83460,874701
2019,63373,874701
2019,638049,874701
2019,55467,874701
2019,668695,874701
2019,6848,874701
2019,484911,874701
2019,668716,874701
2019,669089,874701
2019,207560,874701
2019,313041,874701
2019,17442,874701
2019,669084,874701
2019,173764,874701
2019,602399,874701
2019,54201,874701
2019,45346,874701
2019,14060,874701
2019,495697,874701
2019,269877,874701
2019,100555,874701
2019,669806,874701
2019,174974,874701
2019,353595,874701
2019,579997,874701
2019,669802,874701
2019,669116,874701
2019,10439,874701
2019,198471,874701
2019,8322,874701
2019,29066,874701
2019,669791,874701
2019,514645,874701
2019,35507,874701
2019,63110,874701
2019,44609,874701
2019,414614,874701
2019,339854,874701
2019,495655,874701
2019,572465,874701
2019,439419,874701
2019,524644,874701
2019,669087,874701
2019,623594,874701
2019,422538,874701
2019,418437,874701
2019,217452,874701
2019,669773,874701
2019,404237,874701
2019,427610,874701
2019,315536,874701
2019,173326,874701
2019,21666,874701
2019,258776,874701
2019,559277,874701
2019,48290,874701
2019,577875,874701
2019,121682,874701
2019,29610,874701
2019,62922,874701
2019,192271,874701
2019,534526,874701
2019,73287,874701
2019,285858,874701
2019,604026,874701
2019,669792,874701
2019,74971,874701
2019,215661,874701
2019,222285,874701
2019,2228,874701
2019,164674,874701
2019,217116,874701
2019,64729,874701
2019,669793,874701
2019,8898,874701
2019,76894,874701
2019,51015,874701
2019,98355,874701
2019,40451,874701
2019,221431,874701
2019,9289,874701
2019,93368,874701
2019,115885,874701
2019,26131,874701
2019,46434,874701
2019,254654,874701
2019,610509,874701
2019,284678,874701
2019,89676,874701
2019,3702,874701
2019,452125,874701
2019,668719,874701
2019,21365,874701
2019,264466,874701
2019,147482,874701
2017,259158,743432
2017,263600,743432
2017,7313,743432
2017,37889,743432
2017,126740,743432
2017,22832,743432
2017,311271,743432
2017,604055,743432
2017,182057,743432
2017,604011,743432
2017,594970,743432
2017,9212,743432
2017,262824,743432
2017,14549,743432
2017,195452,743432
2017,439495,743432
2017,40824,743432
2017,76789,743432
2017,94559,743432
2017,718372,743432
2017,245216,743432
2017,594992,743432
2017,251330,743432
2017,39205,743432
2017,14965,743432
2017,594973,743432
2017,202220,743432
2017,365482,743432
2017,263601,743432
2017,383032,743432
2017,33687,743432
2017,35511,743432
2017,594995,743432
2017,42139,743432
2017,293701,743432
2017,19864,743432
2017,604017,743432
2017,160816,743432
2017,25862,743432
2017,594986,743432
2017,604004,743432
2017,604010,743432
2017,70290,743432
2017,237391,743432
2017,131892,743432
2017,11654,743432
2017,15285,743432
2017,130103,743432
2017,223613,743432
2017,285055,743432
2017,18232,743432
2017,15172,743432
2017,5067,743432
2017,2154,743432
2017,429249,743432
2017,26539,743432
2017,29052,743432
2017,37893,743432
2017,13607,743432
2017,59638,743432
2017,594985,743432
2017,177035,743432
2017,46250,743432
2017,47925,743432
2017,413739,743432
2017,445609,743432
2017,315991,743432
2017,468050,743432
2017,13488,743432
2017,525069,743432
2017,236799,743432
2017,6264,743432
2017,498046,743432
2017,293248,743432
2017,12761,743432
2017,25288,743432
2017,643101,743432
2017,8739,743432
2017,100952,743432
2017,46283,743432
2017,42850,743432
2017,633290,743432
2017,494344,743432
2017,604054,743432
2017,353347,743432
2017,190499,743432
2017,22935,743432
2017,67412,743432
2017,42659,743432
2017,171053,743432
2017,10434,743432
2017,387878,743432
2017,604056,743432
2017,2114,743432
2017,214680,743432
2017,40465,743432
2017,7247,743432
2017,594993,743432
2017,23913,743432
2017,92430,743432
2017,365471,743432
2017,7909,743432
2017,482464,743432
2017,37449,743432
2017,42915,743432
2017,495700,743432
